"","entrez_id","gene","chromosome","gene_name","mouse_homologenes","ensembl_gene_id"
"303",381,"ARF5","7","ADP-ribosylation factor 5","Arf5","ENSG00000004059"
"304",382,"ARF6","14","ADP-ribosylation factor 6","Arf6","ENSG00000165527"
"305",383,"ARG1","6","arginase 1","Arg1","ENSG00000118520"
"306",384,"ARG2","14","arginase 2","Arg2","ENSG00000081181"
"307",387,"RHOA","3","ras homolog family member A","Rhoa","ENSG00000067560"
"308",388,"RHOB","2","ras homolog family member B","Rhob","ENSG00000143878"
"309",389,"RHOC","1","ras homolog family member C","Rhoc","ENSG00000155366"
"310",390,"RND3","2","Rho family GTPase 3","Rnd3","ENSG00000115963"
"311",391,"RHOG","11","ras homolog family member G","Rhog","ENSG00000177105"
"312",392,"ARHGAP1","11","Rho GTPase activating protein 1","Arhgap1","ENSG00000175220"
"313",393,"ARHGAP4","X","Rho GTPase activating protein 4","Arhgap4","ENSG00000089820"
"314",394,"ARHGAP5","14","Rho GTPase activating protein 5","Arhgap5","ENSG00000100852"
"315",395,"ARHGAP6","X","Rho GTPase activating protein 6","Arhgap6","ENSG00000047648"
"316",396,"ARHGDIA","17","Rho GDP dissociation inhibitor (GDI) alpha","Arhgdia","ENSG00000141522"
"317",397,"ARHGDIB","12","Rho GDP dissociation inhibitor (GDI) beta","Arhgdib","ENSG00000111348"
"318",398,"ARHGDIG","16","Rho GDP dissociation inhibitor (GDI) gamma","Arhgdig","ENSG00000242173"
"319",399,"RHOH","4","ras homolog family member H","Rhoh","ENSG00000168421"
"320",400,"ARL1","12","ADP-ribosylation factor-like 1","Arl1","ENSG00000120805"
"321",401,"PHOX2A","11","paired-like homeobox 2a","Phox2a","ENSG00000165462"
"322",402,"ARL2","11","ADP-ribosylation factor-like 2","Arl2","ENSG00000213465"
"323",403,"ARL3","10","ADP-ribosylation factor-like 3","Arl3","ENSG00000138175"
"324",405,"ARNT","1","aryl hydrocarbon receptor nuclear translocator","Arnt","ENSG00000143437"
"325",406,"ARNTL","11","aryl hydrocarbon receptor nuclear translocator-like","Arntl","ENSG00000133794"
"326",407,"ARR3","X","arrestin 3, retinal (X-arrestin)","Arr3","ENSG00000120500"
"327",408,"ARRB1","11","arrestin, beta 1","Arrb1","ENSG00000137486"
"328",409,"ARRB2","17","arrestin, beta 2","Arrb2","ENSG00000141480"
"329",410,"ARSA","22","arylsulfatase A","Arsa","ENSG00000100299"
"330",411,"ARSB","5","arylsulfatase B","Arsb","ENSG00000113273"
"331",412,"STS","X","steroid sulfatase (microsomal), isozyme S",NA,"ENSG00000101846"
"332",414,"ARSD","X","arylsulfatase D",NA,"ENSG00000006756"
"333",415,"ARSE","X","arylsulfatase E (chondrodysplasia punctata 1)",NA,"ENSG00000157399"
"334",416,"ARSF","X","arylsulfatase F",NA,"ENSG00000062096"
"335",417,"ART1","11","ADP-ribosyltransferase 1","Art1","ENSG00000129744"
"336",418,"ART2P","11","ADP-ribosyltransferase 2, pseudogene",NA,NA
"337",419,"ART3","4","ADP-ribosyltransferase 3","Art3","ENSG00000156219"
"338",420,"ART4","12","ADP-ribosyltransferase 4 (Dombrock blood group)","Art4","ENSG00000111339"
"339",421,"ARVCF","22","armadillo repeat gene deleted in velocardiofacial syndrome","Arvcf","ENSG00000099889"
"340",427,"ASAH1","8","N-acylsphingosine amidohydrolase (acid ceramidase) 1","Asah1","ENSG00000104763"
"341",429,"ASCL1","12","achaete-scute family bHLH transcription factor 1","Ascl1","ENSG00000139352"
"342",430,"ASCL2","11","achaete-scute family bHLH transcription factor 2","Ascl2","ENSG00000183734"
"343",432,"ASGR1","17","asialoglycoprotein receptor 1","Asgr1","ENSG00000141505"
"344",433,"ASGR2","17","asialoglycoprotein receptor 2","Asgr2","ENSG00000161944"
"345",434,"ASIP","20","agouti signaling protein","a","ENSG00000101440"
"346",435,"ASL","7","argininosuccinate lyase","Asl","ENSG00000126522"
"347",436,"ASLP1","22","argininosuccinate lyase pseudogene 1",NA,NA
"348",438,"ASMT","X","acetylserotonin O-methyltransferase",NA,"ENSG00000196433"
"349",439,"ASNA1","19","arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)","Asna1","ENSG00000198356"
"350",440,"ASNS","7","asparagine synthetase (glutamine-hydrolyzing)","Asns","ENSG00000070669"
"351",442,"ASNSP2","21","asparagine synthetase pseudogene 2",NA,NA
"352",443,"ASPA","17","aspartoacylase","Aspa","ENSG00000108381"
"353",444,"ASPH","8","aspartate beta-hydroxylase","Asph","ENSG00000198363"
"354",445,"ASS1","9","argininosuccinate synthase 1","Ass1","ENSG00000130707"
"355",447,"ASS1P2","2","argininosuccinate synthetase 1 pseudogene 2",NA,NA
"356",449,"ASS1P4","X","argininosuccinate synthetase 1 pseudogene 4",NA,NA
"357",450,"ASS1P5","X","argininosuccinate synthetase 1 pseudogene 5",NA,NA
"358",451,"ASS1P6","Y","argininosuccinate synthetase 1 pseudogene 6",NA,NA
"359",453,"ASS1P8","4","argininosuccinate synthetase 1 pseudogene 8",NA,NA
"360",454,"ASS1P9","5","argininosuccinate synthetase 1 pseudogene 9",NA,NA
"361",455,"ASS1P10","5","argininosuccinate synthetase 1 pseudogene 10",NA,NA
"362",459,"ASS1P14","12","argininosuccinate synthetase 1 pseudogene 14",NA,NA
"363",460,"ASTN1","1","astrotactin 1","Astn1","ENSG00000152092"
"364",462,"SERPINC1","1","serpin peptidase inhibitor, clade C (antithrombin), member 1","Serpinc1","ENSG00000117601"
"365",463,"ZFHX3","16","zinc finger homeobox 3","Zfhx3","ENSG00000140836"
"366",466,"ATF1","12","activating transcription factor 1","Atf1;Gm1862","ENSG00000123268"
"367",467,"ATF3","1","activating transcription factor 3","Atf3","ENSG00000162772"
"368",468,"ATF4","22","activating transcription factor 4","Atf4","ENSG00000128272"
"369",469,"ATF4P1","X","activating transcription factor 4 pseudogene 1",NA,NA
"370",471,"ATIC","2","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","Atic","ENSG00000138363"
"371",472,"ATM","11","ATM serine/threonine kinase","Atm","ENSG00000149311"
"372",473,"RERE","1","arginine-glutamic acid dipeptide (RE) repeats","Rere","ENSG00000142599"
"373",474,"ATOH1","4","atonal homolog 1 (Drosophila)","Atoh1","ENSG00000172238"
"374",475,"ATOX1","5","antioxidant 1 copper chaperone","Atox1","ENSG00000177556"
"375",476,"ATP1A1","1","ATPase, Na+/K+ transporting, alpha 1 polypeptide","Atp1a1","ENSG00000163399"
"376",477,"ATP1A2","1","ATPase, Na+/K+ transporting, alpha 2 polypeptide","Atp1a2","ENSG00000018625"
"377",478,"ATP1A3","19","ATPase, Na+/K+ transporting, alpha 3 polypeptide","Atp1a3","ENSG00000105409"
"378",479,"ATP12A","13","ATPase, H+/K+ transporting, nongastric, alpha polypeptide","Atp12a","ENSG00000075673"
"379",480,"ATP1A4","1","ATPase, Na+/K+ transporting, alpha 4 polypeptide","Atp1a4","ENSG00000132681"
"380",481,"ATP1B1","1","ATPase, Na+/K+ transporting, beta 1 polypeptide","Atp1b1","ENSG00000143153"
"381",482,"ATP1B2","17","ATPase, Na+/K+ transporting, beta 2 polypeptide","Atp1b2","ENSG00000129244"
"382",483,"ATP1B3","3","ATPase, Na+/K+ transporting, beta 3 polypeptide","Atp1b3","ENSG00000069849"
"383",484,"ATP1B3P1","2","ATPase, Na+/K+ transporting, beta 3 pseudogene",NA,NA
"384",485,"ATP1B1P1","4","ATPase, Na+/K+ transporting, beta 1 polypeptide pseudogene 1",NA,NA
"385",486,"FXYD2","11","FXYD domain containing ion transport regulator 2",NA,"ENSG00000137731"
"386",487,"ATP2A1","16","ATPase, Ca++ transporting, cardiac muscle, fast twitch 1","Atp2a1","ENSG00000196296"
"387",488,"ATP2A2","12","ATPase, Ca++ transporting, cardiac muscle, slow twitch 2","Atp2a2","ENSG00000174437"
"388",489,"ATP2A3","17","ATPase, Ca++ transporting, ubiquitous","Atp2a3","ENSG00000074370"
"389",490,"ATP2B1","12","ATPase, Ca++ transporting, plasma membrane 1","Atp2b1","ENSG00000070961"
"390",491,"ATP2B2","3","ATPase, Ca++ transporting, plasma membrane 2","Atp2b2","ENSG00000157087"
"391",492,"ATP2B3","X","ATPase, Ca++ transporting, plasma membrane 3","Atp2b3","ENSG00000067842"
"392",493,"ATP2B4","1","ATPase, Ca++ transporting, plasma membrane 4","Atp2b4","ENSG00000058668"
"393",495,"ATP4A","19","ATPase, H+/K+ exchanging, alpha polypeptide","Atp4a","ENSG00000105675"
"394",496,"ATP4B","13","ATPase, H+/K+ exchanging, beta polypeptide","Atp4b","ENSG00000186009, ENSG00000288359"
"395",498,"ATP5A1","18","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle","Atp5a1","ENSG00000152234"
"396",501,"ALDH7A1","5","aldehyde dehydrogenase 7 family, member A1","Aldh7a1","ENSG00000164904"
"397",504,"ATP5A1P2","2","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 pseudogene 2",NA,NA
"398",506,"ATP5B","12","ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide","Atp5b","ENSG00000110955"
"399",507,"ATP5BP1","2","ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide pseudogene 1",NA,NA
"400",509,"ATP5C1","10","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","Atp5c1","ENSG00000165629"
"401",513,"ATP5D","19","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit","Atp5d","ENSG00000099624"
"402",514,"ATP5E","20","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",NA,"ENSG00000124172"
"403",515,"ATP5F1","1","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1","Atp5f1","ENSG00000116459"
"404",516,"ATP5G1","17","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)","Atp5g1","ENSG00000159199"
"405",517,"ATP5G2","12","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)","Atp5g2","ENSG00000135390"
"406",518,"ATP5G3","2","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)","Atp5g3","ENSG00000154518"
"407",520,"ATP5G2P1","1","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) pseudogene 1",NA,NA
"408",521,"ATP5I","4","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E",NA,"ENSG00000169020"
"409",522,"ATP5J","21","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6","Atp5j","ENSG00000154723"
"410",523,"ATP6V1A","3","ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A","Atp6v1a","ENSG00000114573"
"411",525,"ATP6V1B1","2","ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B1","Atp6v1b1","ENSG00000116039"
"412",526,"ATP6V1B2","8","ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2","Atp6v1b2","ENSG00000147416"
"413",527,"ATP6V0C","16","ATPase, H+ transporting, lysosomal 16kDa, V0 subunit c","Atp6v0c","ENSG00000185883"
"414",528,"ATP6V1C1","8","ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1","Atp6v1c1","ENSG00000155097"
"415",529,"ATP6V1E1","22","ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1","Atp6v1e1","ENSG00000131100"
"416",533,"ATP6V0B","1","ATPase, H+ transporting, lysosomal 21kDa, V0 subunit b","Atp6v0b","ENSG00000117410"
"417",534,"ATP6V1G2","6","ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2","Atp6v1g2","ENSG00000227587, ENSG00000213760, ENSG00000230900, ENSG00000206445, ENSG00000234920, ENSG00000234668, ENSG00000226850"
"418",535,"ATP6V0A1","17","ATPase, H+ transporting, lysosomal V0 subunit a1","Atp6v0a1","ENSG00000033627"
"419",537,"ATP6AP1","X","ATPase, H+ transporting, lysosomal accessory protein 1","Atp6ap1","ENSG00000071553"
"420",538,"ATP7A","X","ATPase, Cu++ transporting, alpha polypeptide","Atp7a","ENSG00000165240"
"421",539,"ATP5O","21","ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit","Atp5o","ENSG00000241837"
"422",540,"ATP7B","13","ATPase, Cu++ transporting, beta polypeptide","Atp7b","ENSG00000123191"
"423",541,"ALDH7A1P1","5","aldehyde dehydrogenase 7 family, member A1 pseudogene 1",NA,NA
"424",542,"ALDH7A1P2","2","aldehyde dehydrogenase 7 family, member A1 pseudogene 2",NA,NA
"425",543,"ALDH7A1P3","7","aldehyde dehydrogenase 7 family, member A1 pseudogene 3",NA,NA
"426",544,"ALDH7A1P4","10","aldehyde dehydrogenase 7 family, member A1 pseudogene 4",NA,NA
"427",545,"ATR","3","ATR serine/threonine kinase","Atr","ENSG00000175054"
"428",546,"ATRX","X","alpha thalassemia/mental retardation syndrome X-linked","Atrx","ENSG00000085224"
"429",547,"KIF1A","2","kinesin family member 1A","Kif1a","ENSG00000130294"
"430",549,"AUH","9","AU RNA binding protein/enoyl-CoA hydratase","Auh","ENSG00000148090"
"431",550,"AUP1","2","ancient ubiquitous protein 1","Aup1","ENSG00000115307"
"432",551,"AVP","20","arginine vasopressin","Avp","ENSG00000101200"
"433",552,"AVPR1A","12","arginine vasopressin receptor 1A","Avpr1a","ENSG00000166148"
"434",553,"AVPR1B","1","arginine vasopressin receptor 1B","Avpr1b","ENSG00000198049"
"435",554,"AVPR2","X","arginine vasopressin receptor 2","Avpr2","ENSG00000126895"
"436",558,"AXL","19","AXL receptor tyrosine kinase","Axl","ENSG00000167601"
"437",563,"AZGP1","7","alpha-2-glycoprotein 1, zinc-binding","Azgp1","ENSG00000160862"
"438",566,"AZU1","19","azurocidin 1",NA,"ENSG00000278624, ENSG00000172232"
"439",567,"B2M","15","beta-2-microglobulin","B2m","ENSG00000166710, ENSG00000273686"
"440",570,"BAAT","9","bile acid CoA:amino acid N-acyltransferase","Baat","ENSG00000136881, ENSG00000276559"
"441",571,"BACH1","21","BTB and CNC homology 1, basic leucine zipper transcription factor 1","Bach1","ENSG00000156273"
"442",572,"BAD","11","BCL2-associated agonist of cell death","Bad","ENSG00000002330"
"443",573,"BAG1","9","BCL2-associated athanogene","Bag1","ENSG00000107262"
"444",575,"ADGRB1","8","brain-specific angiogenesis inhibitor 1",NA,"ENSG00000181790"
"445",576,"ADGRB2","1","brain-specific angiogenesis inhibitor 2",NA,"ENSG00000121753"
"446",577,"ADGRB3","6","brain-specific angiogenesis inhibitor 3",NA,"ENSG00000135298"
"447",578,"BAK1","6","BCL2-antagonist/killer 1","Bak1","ENSG00000030110"
"448",579,"NKX3-2","4","NK3 homeobox 2","Nkx3-2","ENSG00000109705"
"449",580,"BARD1","2","BRCA1 associated RING domain 1","Bard1","ENSG00000138376"
"450",581,"BAX","19","BCL2-associated X protein","Bax","ENSG00000087088"
"451",582,"BBS1","11","Bardet-Biedl syndrome 1","Bbs1","ENSG00000174483"
"452",583,"BBS2","16","Bardet-Biedl syndrome 2","Bbs2","ENSG00000125124"
"453",585,"BBS4","15","Bardet-Biedl syndrome 4","Bbs4","ENSG00000140463"
"454",586,"BCAT1","12","branched chain amino-acid transaminase 1, cytosolic","Bcat1","ENSG00000060982"
"455",587,"BCAT2","19","branched chain amino-acid transaminase 2, mitochondrial","Bcat2","ENSG00000105552"
"456",590,"BCHE","3","butyrylcholinesterase","Bche","ENSG00000114200"
"457",593,"BCKDHA","19","branched chain keto acid dehydrogenase E1, alpha polypeptide","Bckdha","ENSG00000248098"
"458",594,"BCKDHB","6","branched chain keto acid dehydrogenase E1, beta polypeptide","Bckdhb","ENSG00000083123"
"459",595,"CCND1","11","cyclin D1","Ccnd1","ENSG00000110092"
"460",596,"BCL2","18","B-cell CLL/lymphoma 2","Bcl2","ENSG00000171791"
"461",597,"BCL2A1","15","BCL2-related protein A1","Bcl2a1a;Bcl2a1b;Bcl2a1d","ENSG00000140379"
"462",598,"BCL2L1","20","BCL2-like 1","Bcl2l1","ENSG00000171552"
"463",599,"BCL2L2","14","BCL2-like 2","Bcl2l2","ENSG00000129473"
"464",600,"BAK1P1","20","BCL2-antagonist/killer 1 pseudogene 1",NA,NA
"465",601,"BAK1P2","11","BCL2-antagonist/killer 1 pseudogene 2",NA,NA
"466",602,"BCL3","19","B-cell CLL/lymphoma 3","Bcl3","ENSG00000069399"
"467",604,"BCL6","3","B-cell CLL/lymphoma 6","Bcl6","ENSG00000113916"
"468",605,"BCL7A","12","B-cell CLL/lymphoma 7A","Bcl7a","ENSG00000110987, ENSG00000282873"
"469",606,"NBEAP1","15","neurobeachin pseudogene 1",NA,NA
"470",607,"BCL9","1","B-cell CLL/lymphoma 9","Bcl9","ENSG00000116128"
"471",608,"TNFRSF17","16","tumor necrosis factor receptor superfamily, member 17","Tnfrsf17","ENSG00000048462"
"472",610,"HCN2","19","hyperpolarization activated cyclic nucleotide gated potassium channel 2","Hcn2","ENSG00000099822"
"473",611,"OPN1SW","7","opsin 1 (cone pigments), short-wave-sensitive","Opn1sw","ENSG00000128617"
"474",613,"BCR","22","breakpoint cluster region","Bcr","ENSG00000186716"
"475",616,"BCRP4","22","breakpoint cluster region pseudogene 4",NA,NA
"476",617,"BCS1L","2","BC1 (ubiquinol-cytochrome c reductase) synthesis-like","Bcs1l","ENSG00000074582"
"477",618,"BCYRN1","2","brain cytoplasmic RNA 1",NA,NA
"478",619,"BCYRN1P1","X","brain cytoplasmic RNA 1, pseudogene 1",NA,NA
"479",622,"BDH1","3","3-hydroxybutyrate dehydrogenase, type 1","Bdh1","ENSG00000161267, ENSG00000275544"
"480",623,"BDKRB1","14","bradykinin receptor B1","Bdkrb1","ENSG00000100739"
"481",624,"BDKRB2","14","bradykinin receptor B2","Bdkrb2","ENSG00000168398"
"482",627,"BDNF","11","brain-derived neurotrophic factor","Bdnf","ENSG00000176697"
"483",629,"CFB","6","complement factor B","Cfb","ENSG00000243649, ENSG00000239754, ENSG00000243570, ENSG00000242335, ENSG00000241253, ENSG00000204359, ENSG00000241534"
"484",631,"BFSP1","20","beaded filament structural protein 1, filensin","Bfsp1","ENSG00000125864"
"485",632,"BGLAP","1","bone gamma-carboxyglutamate (gla) protein","Bglap;Bglap2;Bglap3","ENSG00000242252"
"486",633,"BGN","X","biglycan","Bgn","ENSG00000182492"
"487",634,"CEACAM1","19","carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)","Ceacam1;Ceacam2","ENSG00000079385"
"488",635,"BHMT","5","betaine--homocysteine S-methyltransferase","Bhmt","ENSG00000145692"
"489",636,"BICD1","12","bicaudal D homolog 1 (Drosophila)","Bicd1","ENSG00000151746"
"490",637,"BID","22","BH3 interacting domain death agonist","Bid","ENSG00000015475"
"491",638,"BIK","22","BCL2-interacting killer (apoptosis-inducing)","Bik","ENSG00000100290"
"492",639,"PRDM1","6","PR domain containing 1, with ZNF domain","Prdm1","ENSG00000057657"
"493",640,"BLK","8","BLK proto-oncogene, Src family tyrosine kinase","Blk","ENSG00000136573, ENSG00000285369"
"494",641,"BLM","15","Bloom syndrome, RecQ helicase-like","Blm","ENSG00000197299"
"495",642,"BLMH","17","bleomycin hydrolase","Blmh","ENSG00000108578"
"496",643,"CXCR5","11","chemokine (C-X-C motif) receptor 5","Cxcr5","ENSG00000160683"
"497",644,"BLVRA","7","biliverdin reductase A","Blvra","ENSG00000106605"
"498",645,"BLVRB","19","biliverdin reductase B","Blvrb","ENSG00000090013"
"499",646,"BNC1","15","basonuclin 1","Bnc1","ENSG00000169594"
"500",648,"BMI1","10","BMI1 proto-oncogene, polycomb ring finger",NA,"ENSG00000168283"
"501",649,"BMP1","8","bone morphogenetic protein 1","Bmp1","ENSG00000168487"
"502",650,"BMP2","20","bone morphogenetic protein 2","Bmp2","ENSG00000125845"
"503",651,"BMP3","4","bone morphogenetic protein 3","Bmp3","ENSG00000152785"
"504",652,"BMP4","14","bone morphogenetic protein 4","Bmp4","ENSG00000125378"
"505",653,"BMP5","6","bone morphogenetic protein 5","Bmp5","ENSG00000112175"
"506",654,"BMP6","6","bone morphogenetic protein 6","Bmp6","ENSG00000153162"
"507",655,"BMP7","20","bone morphogenetic protein 7","Bmp7","ENSG00000101144"
"508",656,"BMP8B","1","bone morphogenetic protein 8b",NA,"ENSG00000116985"
"509",657,"BMPR1A","10","bone morphogenetic protein receptor, type IA","Bmpr1a","ENSG00000107779"
"510",658,"BMPR1B","4","bone morphogenetic protein receptor, type IB","Bmpr1b","ENSG00000138696"
"511",659,"BMPR2","2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","Bmpr2","ENSG00000204217"
"512",660,"BMX","X","BMX non-receptor tyrosine kinase","Bmx","ENSG00000102010"
"513",661,"POLR3D","8","polymerase (RNA) III (DNA directed) polypeptide D, 44kDa","Polr3d","ENSG00000168495"
"514",662,"BNIP1","5","BCL2/adenovirus E1B 19kDa interacting protein 1","Bnip1","ENSG00000113734"
"515",663,"BNIP2","15","BCL2/adenovirus E1B 19kDa interacting protein 2","Bnip2","ENSG00000140299"
"516",664,"BNIP3","10","BCL2/adenovirus E1B 19kDa interacting protein 3","Bnip3","ENSG00000176171"
"517",665,"BNIP3L","8","BCL2/adenovirus E1B 19kDa interacting protein 3-like","Bnip3l;Gm10480","ENSG00000104765"
"518",666,"BOK","2","BCL2-related ovarian killer","Bok","ENSG00000176720"
"519",667,"DST","6","dystonin",NA,"ENSG00000151914"
"520",668,"FOXL2","3","forkhead box L2","Foxl2","ENSG00000183770"
"521",669,"BPGM","7","2,3-bisphosphoglycerate mutase","Bpgm","ENSG00000172331"
"522",670,"BPHL","6","biphenyl hydrolase-like (serine hydrolase)","Bphl","ENSG00000137274"
"523",671,"BPI","20","bactericidal/permeability-increasing protein","Bpi","ENSG00000101425"
"524",672,"BRCA1","17","breast cancer 1, early onset","Brca1","ENSG00000012048"
"525",673,"BRAF","7","B-Raf proto-oncogene, serine/threonine kinase","Braf","ENSG00000157764"
